act_symbol,period_end_date,reported,estimate
ANSS,2021-12-31,2.81,2.68
ANSS,2022-03-31,1.36,1.14
ANSS,2022-06-30,1.77,1.61
ANSS,2022-09-30,1.77,1.62
ANSS,2022-12-31,3.09,2.79
ANSS,2023-03-31,1.85,1.59
ANSS,2023-06-30,1.60,1.49
ANSS,2023-09-30,1.41,1.26
ANSS,2023-12-31,3.94,3.70
ANSS,2024-03-31,1.39,1.93
ANSS,2024-06-30,2.50,1.94
ANSS,2024-09-30,2.58,1.88
ANSS,2024-12-31,4.44,4.00
ARM,2022-09-30,,
ARM,2022-12-31,,
ARM,2023-03-31,,
ARM,2023-06-30,,
ARM,2023-09-30,0.36,0.26
ARM,2023-12-31,0.29,0.25
ARM,2024-03-31,0.36,0.30
ARM,2024-06-30,0.40,0.35
ARM,2024-09-30,0.30,0.25
ARM,2024-12-31,0.40,0.34
ASML,2020-03-31,1.03,1.02
ASML,2020-06-30,1.97,1.89
ASML,2020-09-30,2.96,2.58
ASML,2020-12-31,3.85,2.91
ASML,2021-03-31,3.86,3.08
ASML,2021-06-30,3.04,2.89
ASML,2021-09-30,5.02,4.69
ASML,2021-12-31,5.01,4.31
ASML,2022-03-31,3.59,1.89
ASML,2022-06-30,3.77,3.51
ASML,2022-09-30,4.32,
ASML,2022-12-31,4.70,4.62
ASML,2023-03-31,5.31,4.59
ASML,2023-06-30,5.37,4.98
ASML,2023-09-30,5.23,5.00
ASML,2023-12-31,5.60,5.12
ASML,2024-03-31,3.38,2.84
ASML,2024-06-30,4.32,3.87
ASML,2024-09-30,5.80,5.24
ASML,2024-12-31,7.30,7.18
ASML,2025-03-31,6.31,6.12
AXON,2020-03-31,0.40,0.18
AXON,2020-06-30,-0.01,0.16
AXON,2020-09-30,0.40,0.20
AXON,2020-12-31,1.00,0.36
AXON,2021-03-31,0.31,0.21
AXON,2021-06-30,0.38,0.22
AXON,2021-09-30,1.17,0.27
AXON,2021-12-31,0.46,0.16
AXON,2022-03-31,0.45,0.25
AXON,2022-06-30,0.44,0.38
AXON,2022-09-30,0.60,0.46
AXON,2022-12-31,0.70,0.50
AXON,2023-03-31,0.88,0.46
AXON,2023-06-30,1.11,0.62
AXON,2023-09-30,1.02,0.76
AXON,2023-12-31,1.12,0.86
AXON,2024-03-31,1.15,0.97
AXON,2024-06-30,1.20,1.06
AXON,2024-09-30,1.45,1.22
AXON,2024-12-31,2.08,1.53
AZN,2020-03-31,0.53,0.47
AZN,2020-06-30,0.48,0.44
AZN,2020-09-30,0.47,0.49
AZN,2020-12-31,0.54,0.53
AZN,2021-03-31,0.81,0.71
AZN,2021-06-30,0.45,0.45
AZN,2021-09-30,0.54,0.63
AZN,2021-12-31,0.84,0.77
AZN,2022-03-31,0.95,0.86
AZN,2022-06-30,0.86,0.78
AZN,2022-09-30,0.84,0.77
AZN,2022-12-31,0.69,0.68
AZN,2023-03-31,0.96,0.86
AZN,2023-06-30,1.08,0.97
AZN,2023-09-30,0.87,0.80
AZN,2023-12-31,0.73,0.74
AZN,2024-03-31,1.03,0.95
AZN,2024-06-30,0.99,0.96
AZN,2024-09-30,1.04,1.01
AZN,2024-12-31,1.05,1.07
BIIB,2020-03-31,9.14,7.74
BIIB,2020-06-30,10.26,8.03
BIIB,2020-09-30,8.84,8.06
BIIB,2020-12-31,4.58,4.93
BIIB,2021-03-31,5.34,5.06
BIIB,2021-06-30,5.68,4.57
BIIB,2021-09-30,4.77,4.15
BIIB,2021-12-31,3.39,3.32
BIIB,2022-03-31,3.62,4.41
BIIB,2022-06-30,5.25,4.09
BIIB,2022-09-30,4.77,4.13
BIIB,2022-12-31,4.05,3.51
BIIB,2023-03-31,3.40,3.25
BIIB,2023-06-30,4.02,3.77
BIIB,2023-09-30,4.36,3.99
BIIB,2023-12-31,2.95,3.16
BIIB,2024-03-31,3.67,3.45
BIIB,2024-06-30,5.28,4.00
BIIB,2024-09-30,4.08,3.77
BIIB,2024-12-31,3.44,3.42
BKR,2020-03-31,0.11,0.09
BKR,2020-06-30,-0.05,-0.01
BKR,2020-09-30,0.04,0.04
BKR,2020-12-31,-0.07,0.16
BKR,2021-03-31,0.12,0.11
BKR,2021-06-30,0.10,0.17
BKR,2021-09-30,0.16,0.22
BKR,2021-12-31,0.25,0.29
BKR,2022-03-31,0.15,0.19
BKR,2022-06-30,0.11,0.22
BKR,2022-09-30,0.26,0.25
BKR,2022-12-31,0.38,0.41
BKR,2023-03-31,0.28,0.26
BKR,2023-06-30,0.39,0.32
BKR,2023-09-30,0.42,0.39
BKR,2023-12-31,0.51,0.47
BKR,2024-03-31,0.43,0.40
BKR,2024-06-30,0.57,0.49
BKR,2024-09-30,0.67,0.60
BKR,2024-12-31,0.70,0.63
BKR,2025-03-31,0.51,0.47
CCEP,2020-03-31,,
CCEP,2020-06-30,,
CCEP,2020-09-30,,
CCEP,2020-12-31,,
CCEP,2021-03-31,,
CCEP,2021-06-30,,
CCEP,2021-09-30,,
CCEP,2021-12-31,,
CCEP,2022-03-31,,
CCEP,2022-06-30,,
CCEP,2022-09-30,,
CCEP,2022-12-31,,
CCEP,2023-03-31,,
CCEP,2023-06-30,,
CCEP,2023-09-30,,
CCEP,2023-12-31,,
CCEP,2024-03-31,,
CCEP,2024-06-30,,
CCEP,2024-09-30,,
CCEP,2024-12-31,,
CDW,2020-03-31,1.38,1.38
CDW,2020-06-30,1.56,1.35
CDW,2020-09-30,1.83,1.50
CDW,2020-12-31,1.82,1.53
CDW,2021-03-31,1.74,1.54
CDW,2021-06-30,2.02,1.79
CDW,2021-09-30,2.13,2.05
CDW,2021-12-31,2.08,1.90
CDW,2022-03-31,2.20,2.00
CDW,2022-06-30,2.49,2.40
CDW,2022-09-30,2.60,2.52
CDW,2022-12-31,2.50,2.45
CDW,2023-03-31,2.03,2.01
CDW,2023-06-30,2.56,2.34
CDW,2023-09-30,2.72,2.59
CDW,2023-12-31,2.57,2.57
CDW,2024-03-31,1.92,2.16
CDW,2024-06-30,2.50,2.51
CDW,2024-09-30,2.63,2.84
CDW,2024-12-31,2.48,2.33
CHTR,2020-03-31,1.96,2.71
CHTR,2020-06-30,3.63,2.53
CHTR,2020-09-30,3.90,3.05
CHTR,2020-12-31,5.50,4.93
CHTR,2021-03-31,4.11,4.34
CHTR,2021-06-30,5.29,4.81
CHTR,2021-09-30,6.50,5.69
CHTR,2021-12-31,8.93,6.91
CHTR,2022-03-31,8.93,6.91
CHTR,2022-06-30,8.80,6.92
CHTR,2022-09-30,8.80,6.92
CHTR,2022-12-31,7.69,8.03
CHTR,2023-03-31,6.65,7.21
CHTR,2023-06-30,8.05,7.66
CHTR,2023-09-30,8.25,7.73
CHTR,2023-12-31,7.07,8.93
CHTR,2024-03-31,7.55,7.59
CHTR,2024-06-30,8.49,7.55
CHTR,2024-09-30,8.82,8.55
CHTR,2024-12-31,10.10,9.54
CHTR,2025-03-31,8.42,8.53
CPRT,2020-01-31,0.65,0.65
CPRT,2020-04-30,0.58,0.64
CPRT,2020-07-31,0.69,0.39
CPRT,2020-10-31,0.79,0.69
CPRT,2021-01-31,0.80,0.79
CPRT,2021-04-30,1.09,0.80
CPRT,2021-07-31,1.03,0.89
CPRT,2021-10-31,1.07,0.99
CPRT,2022-01-31,1.10,1.04
CPRT,2022-04-30,1.17,1.15
CPRT,2022-07-31,1.13,1.08
CPRT,2022-10-31,0.51,0.55
CPRT,2023-01-31,0.61,0.56
CPRT,2023-04-30,0.72,0.62
CPRT,2023-07-31,0.34,0.31
CPRT,2023-10-31,0.34,0.32
CPRT,2024-01-31,0.33,0.35
CPRT,2024-04-30,0.39,0.38
CPRT,2024-07-31,0.33,0.37
CPRT,2024-10-31,0.37,0.37
CPRT,2025-01-31,0.40,0.38
CSGP,2020-03-31,2.44,2.28
CSGP,2020-06-30,2.34,2.04
CSGP,2020-09-30,2.26,2.08
CSGP,2020-12-31,2.85,2.42
CSGP,2021-03-31,2.75,2.40
CSGP,2021-06-30,0.26,0.23
CSGP,2021-09-30,0.25,0.23
CSGP,2021-12-31,0.35,0.29
CSGP,2022-03-31,0.31,0.28
CSGP,2022-06-30,0.28,0.21
CSGP,2022-09-30,0.30,0.24
CSGP,2022-12-31,0.38,0.34
CSGP,2023-03-31,0.29,0.25
CSGP,2023-06-30,0.31,0.30
CSGP,2023-09-30,0.30,0.30
CSGP,2023-12-31,0.33,0.32
CSGP,2024-03-31,0.10,0.06
CSGP,2024-06-30,0.15,0.09
CSGP,2024-09-30,0.22,0.16
CSGP,2024-12-31,0.26,0.22
CSX,2020-03-31,1.00,0.92
CSX,2020-06-30,0.65,0.67
CSX,2020-09-30,0.96,0.93
CSX,2020-12-31,1.04,1.00
CSX,2021-03-31,0.93,0.95
CSX,2021-06-30,0.40,0.37
CSX,2021-09-30,0.43,0.38
CSX,2021-12-31,0.42,0.41
CSX,2022-03-31,0.39,0.38
CSX,2022-06-30,0.50,0.47
CSX,2022-09-30,0.52,0.49
CSX,2022-12-31,0.49,0.47
CSX,2023-03-31,0.48,0.42
CSX,2023-06-30,0.49,0.49
CSX,2023-09-30,0.42,0.42
CSX,2023-12-31,0.45,0.44
CSX,2024-03-31,0.46,0.45
CSX,2024-06-30,0.49,0.48
CSX,2024-09-30,0.46,0.48
CSX,2024-12-31,0.42,0.43
CSX,2025-03-31,0.34,0.37
CTSH,2020-03-31,0.96,0.92
CTSH,2020-06-30,0.82,0.68
CTSH,2020-09-30,0.97,0.90
CTSH,2020-12-31,0.67,0.90
CTSH,2021-03-31,0.97,0.94
CTSH,2021-06-30,0.99,0.96
CTSH,2021-09-30,1.06,1.05
CTSH,2021-12-31,1.10,1.04
CTSH,2022-03-31,1.08,1.04
CTSH,2022-06-30,1.14,1.09
CTSH,2022-09-30,1.17,1.17
CTSH,2022-12-31,1.01,1.01
CTSH,2023-03-31,1.11,1.05
CTSH,2023-06-30,1.10,0.97
CTSH,2023-09-30,1.16,1.08
CTSH,2023-12-31,1.18,1.04
CTSH,2024-03-31,1.12,1.11
CTSH,2024-06-30,1.17,1.12
CTSH,2024-09-30,1.25,1.14
CTSH,2024-12-31,1.21,1.12
DDOG,2020-03-31,0.06,-0.01
DDOG,2020-06-30,0.05,0.01
DDOG,2020-09-30,0.05,0.01
DDOG,2020-12-31,0.06,0.02
DDOG,2021-03-31,0.06,0.03
DDOG,2021-06-30,0.09,0.03
DDOG,2021-09-30,0.13,0.06
DDOG,2021-12-31,0.20,0.11
DDOG,2022-03-31,0.24,0.11
DDOG,2022-06-30,0.24,0.14
DDOG,2022-09-30,0.23,0.15
DDOG,2022-12-31,0.26,0.19
DDOG,2023-03-31,0.28,0.24
DDOG,2023-06-30,0.36,0.28
DDOG,2023-09-30,0.45,0.34
DDOG,2023-12-31,0.44,0.43
DDOG,2024-03-31,0.44,0.34
DDOG,2024-06-30,0.43,0.35
DDOG,2024-09-30,0.46,0.39
DDOG,2024-12-31,0.49,0.43
DXCM,2020-03-31,0.44,0.10
DXCM,2020-06-30,0.79,0.31
DXCM,2020-09-30,0.94,0.64
DXCM,2020-12-31,0.91,0.91
DXCM,2021-03-31,0.33,0.31
DXCM,2021-06-30,0.76,0.43
DXCM,2021-09-30,0.89,0.62
DXCM,2021-12-31,0.68,0.86
DXCM,2022-03-31,0.32,0.50
DXCM,2022-06-30,0.17,0.17
DXCM,2022-09-30,0.28,0.24
DXCM,2022-12-31,0.34,0.26
DXCM,2023-03-31,0.17,0.15
DXCM,2023-06-30,0.34,0.22
DXCM,2023-09-30,0.50,0.34
DXCM,2023-12-31,0.50,0.43
DXCM,2024-03-31,0.32,0.27
DXCM,2024-06-30,0.43,0.39
DXCM,2024-09-30,0.45,0.43
DXCM,2024-12-31,0.45,0.50
EA,2020-03-31,1.34,0.98
EA,2020-06-30,1.36,0.82
EA,2020-09-30,0.29,0.02
EA,2020-12-31,3.09,2.94
EA,2021-03-31,1.03,1.04
EA,2021-06-30,0.63,0.63
EA,2021-09-30,1.67,1.17
EA,2021-12-31,3.17,3.22
EA,2022-03-31,1.18,1.45
EA,2022-06-30,0.32,0.29
EA,2022-09-30,1.28,1.35
EA,2022-12-31,2.71,3.05
EA,2023-03-31,1.77,1.31
EA,2023-06-30,1.14,1.01
EA,2023-09-30,1.46,1.27
EA,2023-12-31,2.96,2.92
EA,2024-03-31,1.37,1.54
EA,2024-06-30,0.52,0.43
EA,2024-09-30,2.15,2.03
EA,2024-12-31,2.83,2.99
EXC,2020-03-31,0.87,0.85
EXC,2020-06-30,0.55,0.42
EXC,2020-09-30,1.04,0.87
EXC,2020-12-31,0.76,0.71
EXC,2021-03-31,0.21,0.04
EXC,2021-06-30,0.89,0.70
EXC,2021-09-30,1.09,1.10
EXC,2021-12-31,0.90,
EXC,2022-03-31,0.64,0.66
EXC,2022-06-30,0.44,0.46
EXC,2022-09-30,0.75,0.72
EXC,2022-12-31,0.75,0.72
EXC,2023-03-31,0.70,0.66
EXC,2023-06-30,0.70,0.66
EXC,2023-09-30,0.67,0.68
EXC,2023-12-31,0.60,0.58
EXC,2024-03-31,0.69,0.70
EXC,2024-06-30,0.47,0.40
EXC,2024-09-30,0.71,0.67
EXC,2024-12-31,0.64,0.59
FANG,2020-03-31,1.45,1.32
FANG,2020-06-30,0.15,0.03
FANG,2020-09-30,0.62,0.37
FANG,2020-12-31,0.82,0.80
FANG,2021-03-31,2.30,1.73
FANG,2021-06-30,2.40,2.25
FANG,2021-09-30,2.94,2.81
FANG,2021-12-31,3.63,3.38
FANG,2022-03-31,5.20,4.74
FANG,2022-06-30,7.07,6.66
FANG,2022-09-30,6.48,6.51
FANG,2022-12-31,5.29,5.20
FANG,2023-03-31,4.10,4.36
FANG,2023-06-30,3.68,3.92
FANG,2023-09-30,5.49,4.90
FANG,2023-12-31,4.74,4.61
FANG,2024-03-31,4.50,4.29
FANG,2024-06-30,4.52,4.46
FANG,2024-09-30,3.38,3.80
FANG,2024-12-31,3.64,3.26
FAST,2020-03-31,0.35,0.34
FAST,2020-06-30,0.42,0.36
FAST,2020-09-30,0.38,0.37
FAST,2020-12-31,0.34,0.33
FAST,2021-03-31,0.37,0.37
FAST,2021-06-30,0.42,0.41
FAST,2021-09-30,0.42,0.41
FAST,2021-12-31,0.40,0.37
FAST,2022-03-31,0.47,0.44
FAST,2022-06-30,0.50,0.50
FAST,2022-09-30,0.50,0.48
FAST,2022-12-31,0.43,0.42
FAST,2023-03-31,0.52,0.49
FAST,2023-06-30,0.52,0.52
FAST,2023-09-30,0.52,0.51
FAST,2023-12-31,0.46,0.45
FAST,2024-03-31,0.52,0.53
FAST,2024-06-30,0.51,0.51
FAST,2024-09-30,0.52,0.52
FAST,2024-12-31,0.46,0.48
FAST,2025-03-31,0.52,0.52
GEHC,2021-12-31,,
GEHC,2022-03-31,,
GEHC,2022-06-30,,
GEHC,2022-09-30,,
GEHC,2022-12-31,1.31,
GEHC,2023-03-31,0.85,0.79
GEHC,2023-06-30,0.92,0.86
GEHC,2023-09-30,0.99,0.89
GEHC,2023-12-31,1.18,1.07
GEHC,2024-03-31,0.90,0.90
GEHC,2024-06-30,1.00,0.98
GEHC,2024-09-30,1.14,1.06
GEHC,2024-12-31,1.45,1.26
GFS,2020-12-31,,
GFS,2021-03-31,,
GFS,2021-06-30,,
GFS,2021-09-30,0.07,0.01
GFS,2021-12-31,0.18,0.11
GFS,2022-03-31,0.42,0.24
GFS,2022-06-30,0.58,0.45
GFS,2022-09-30,0.67,0.62
GFS,2022-12-31,1.44,1.34
GFS,2023-03-31,0.52,0.50
GFS,2023-06-30,0.53,0.51
GFS,2023-09-30,0.55,0.50
GFS,2023-12-31,0.64,0.59
GFS,2024-03-31,0.31,0.23
GFS,2024-06-30,0.38,0.29
GFS,2024-09-30,0.41,0.33
GFS,2024-12-31,0.46,0.45
IDXX,2020-03-31,1.29,1.23
IDXX,2020-06-30,1.72,1.20
IDXX,2020-09-30,1.69,1.42
IDXX,2020-12-31,2.01,1.43
IDXX,2021-03-31,2.35,1.72
IDXX,2021-06-30,2.34,2.01
IDXX,2021-09-30,2.03,1.88
IDXX,2021-12-31,1.89,1.67
IDXX,2022-03-31,2.27,2.25
IDXX,2022-06-30,1.56,1.54
IDXX,2022-09-30,2.15,2.04
IDXX,2022-12-31,2.05,1.92
IDXX,2023-03-31,2.55,2.38
IDXX,2023-06-30,2.67,2.43
IDXX,2023-09-30,2.53,2.37
IDXX,2023-12-31,2.32,2.12
IDXX,2024-03-31,2.81,2.68
IDXX,2024-06-30,2.44,2.87
IDXX,2024-09-30,2.80,2.69
IDXX,2024-12-31,2.62,2.40
KDP,2020-03-31,0.29,0.27
KDP,2020-06-30,0.33,0.32
KDP,2020-09-30,0.39,0.37
KDP,2020-12-31,0.39,0.40
KDP,2021-03-31,0.33,0.31
KDP,2021-06-30,0.38,0.37
KDP,2021-09-30,0.44,0.44
KDP,2021-12-31,0.45,0.45
KDP,2022-03-31,0.33,0.33
KDP,2022-06-30,0.39,0.39
KDP,2022-09-30,0.46,0.46
KDP,2022-12-31,0.50,0.51
KDP,2023-03-31,0.34,0.33
KDP,2023-06-30,0.42,0.40
KDP,2023-09-30,0.48,0.47
KDP,2023-12-31,0.55,0.54
KDP,2024-03-31,0.38,0.34
KDP,2024-06-30,0.45,0.45
KDP,2024-09-30,0.51,0.51
KDP,2024-12-31,0.58,0.57
KDP,2025-03-31,0.42,0.38
KHC,2020-03-31,0.58,0.54
KHC,2020-06-30,0.80,0.64
KHC,2020-09-30,0.70,0.63
KHC,2020-12-31,0.80,0.74
KHC,2021-03-31,0.72,0.60
KHC,2021-06-30,0.78,0.73
KHC,2021-09-30,0.65,0.58
KHC,2021-12-31,0.79,0.62
KHC,2022-03-31,0.60,0.52
KHC,2022-06-30,0.70,0.67
KHC,2022-09-30,0.63,0.55
KHC,2022-12-31,0.85,0.77
KHC,2023-03-31,0.68,0.60
KHC,2023-06-30,0.79,0.74
KHC,2023-09-30,0.72,0.66
KHC,2023-12-31,0.78,0.77
KHC,2024-03-31,0.69,0.68
KHC,2024-06-30,0.78,0.73
KHC,2024-09-30,0.75,0.74
KHC,2024-12-31,0.84,0.78
LULU,2020-01-31,2.28,2.25
LULU,2020-04-30,0.22,0.26
LULU,2020-07-31,0.74,0.56
LULU,2020-10-31,1.16,0.87
LULU,2021-01-31,2.58,2.49
LULU,2021-04-30,1.16,0.91
LULU,2021-07-31,1.65,1.21
LULU,2021-10-31,1.62,1.39
LULU,2022-01-31,3.37,3.27
LULU,2022-04-30,1.48,1.43
LULU,2022-07-31,2.20,1.86
LULU,2022-10-31,2.00,1.96
LULU,2023-01-31,4.40,4.25
LULU,2023-04-30,2.28,1.97
LULU,2023-07-31,2.68,2.53
LULU,2023-10-31,2.53,2.27
LULU,2024-01-31,5.29,5.01
LULU,2024-04-30,2.54,2.38
LULU,2024-07-31,3.15,2.92
LULU,2024-10-31,2.87,2.69
LULU,2025-01-31,6.14,5.85
MAR,2020-03-31,0.26,0.84
MAR,2020-06-30,-0.64,-0.44
MAR,2020-09-30,0.06,-0.07
MAR,2020-12-31,0.12,0.10
MAR,2021-03-31,0.10,0.03
MAR,2021-06-30,0.79,0.43
MAR,2021-09-30,0.99,0.97
MAR,2021-12-31,1.30,1.02
MAR,2022-03-31,1.25,0.95
MAR,2022-06-30,1.80,1.59
MAR,2022-09-30,1.69,1.69
MAR,2022-12-31,1.96,1.84
MAR,2023-03-31,2.09,1.86
MAR,2023-06-30,2.26,2.19
MAR,2023-09-30,2.26,2.19
MAR,2023-12-31,3.57,2.12
MAR,2024-03-31,2.13,2.17
MAR,2024-06-30,2.50,2.49
MAR,2024-09-30,2.26,2.31
MAR,2024-12-31,2.45,2.38
MCHP,2020-03-31,1.46,1.37
MCHP,2020-06-30,1.56,1.43
MCHP,2020-09-30,1.56,1.42
MCHP,2020-12-31,1.62,1.58
MCHP,2021-03-31,1.85,1.74
MCHP,2021-06-30,1.98,1.90
MCHP,2021-09-30,1.07,1.06
MCHP,2021-12-31,1.20,1.17
MCHP,2022-03-31,1.35,1.25
MCHP,2022-06-30,1.37,1.34
MCHP,2022-09-30,1.46,1.44
MCHP,2022-12-31,1.56,1.55
MCHP,2023-03-31,1.64,1.62
MCHP,2023-06-30,1.64,1.64
MCHP,2023-09-30,1.64,1.64
MCHP,2023-12-31,1.08,1.06
MCHP,2024-03-31,0.57,0.57
MCHP,2024-06-30,0.53,0.52
MCHP,2024-09-30,0.46,0.43
MCHP,2024-12-31,0.20,0.28
MDB,2020-01-31,-0.25,-0.28
MDB,2020-04-30,-0.13,-0.25
MDB,2020-07-31,-0.22,-0.39
MDB,2020-10-31,-0.31,-0.46
MDB,2021-01-31,-0.33,-0.40
MDB,2021-04-30,-0.15,-0.36
MDB,2021-07-31,-0.24,-0.41
MDB,2021-10-31,-0.11,-0.41
MDB,2022-01-31,-0.09,-0.23
MDB,2022-04-30,0.20,-0.10
MDB,2022-07-31,-0.23,-0.29
MDB,2022-10-31,0.23,-0.17
MDB,2023-01-31,0.57,0.07
MDB,2023-04-30,0.56,0.19
MDB,2023-07-31,0.93,0.45
MDB,2023-10-31,0.96,0.49
MDB,2024-01-31,0.86,0.46
MDB,2024-04-30,0.51,0.38
MDB,2024-07-31,-0.84,-0.75
MDB,2024-10-31,1.16,0.69
MDB,2025-01-31,1.28,0.64
MNST,2020-03-31,0.52,0.48
MNST,2020-06-30,0.59,0.48
MNST,2020-09-30,0.65,0.63
MNST,2020-12-31,0.62,0.59
MNST,2021-03-31,0.59,0.61
MNST,2021-06-30,0.75,0.67
MNST,2021-09-30,0.63,0.65
MNST,2021-12-31,0.60,0.60
MNST,2022-03-31,0.55,0.60
MNST,2022-06-30,0.51,0.68
MNST,2022-09-30,0.60,0.58
MNST,2022-12-31,0.57,0.61
MNST,2023-03-31,0.38,0.34
MNST,2023-06-30,0.39,0.39
MNST,2023-09-30,0.41,0.40
MNST,2023-12-31,0.38,0.39
MNST,2024-03-31,0.42,0.44
MNST,2024-06-30,0.41,0.45
MNST,2024-09-30,0.40,0.42
MNST,2024-12-31,0.38,0.40
MRVL,2020-01-31,0.17,0.16
MRVL,2020-04-30,0.18,0.14
MRVL,2020-07-31,0.21,0.20
MRVL,2020-10-31,0.25,0.25
MRVL,2021-01-31,0.29,0.29
MRVL,2021-04-30,0.29,0.27
MRVL,2021-07-31,0.34,0.31
MRVL,2021-10-31,0.43,0.38
MRVL,2022-01-31,0.50,0.48
MRVL,2022-04-30,0.52,0.51
MRVL,2022-07-31,0.57,0.56
MRVL,2022-10-31,0.57,0.59
MRVL,2023-01-31,0.46,0.46
MRVL,2023-04-30,0.31,0.29
MRVL,2023-07-31,0.33,0.32
MRVL,2023-10-31,0.41,0.40
MRVL,2024-01-31,0.46,0.46
MRVL,2024-04-30,0.24,0.23
MRVL,2024-07-31,0.30,0.29
MRVL,2024-10-31,0.43,0.40
MRVL,2025-01-31,0.60,0.59
NXPI,2020-03-31,2.04,1.37
NXPI,2020-06-30,0.70,0.85
NXPI,2020-09-30,1.70,1.59
NXPI,2020-12-31,2.68,2.11
NXPI,2021-03-31,2.31,2.21
NXPI,2021-06-30,2.38,2.31
NXPI,2021-09-30,2.82,2.74
NXPI,2021-12-31,3.08,3.01
NXPI,2022-03-31,3.45,3.18
NXPI,2022-06-30,4.74,3.39
NXPI,2022-09-30,3.81,
NXPI,2022-12-31,3.73,3.60
NXPI,2023-03-31,3.19,3.02
NXPI,2023-06-30,3.43,3.27
NXPI,2023-09-30,3.70,3.58
NXPI,2023-12-31,3.71,3.64
NXPI,2024-03-31,3.24,3.18
NXPI,2024-06-30,3.20,3.20
NXPI,2024-09-30,3.45,3.43
NXPI,2024-12-31,3.18,3.14
ODFL,2020-03-31,1.11,1.11
ODFL,2020-06-30,1.25,1.03
ODFL,2020-09-30,1.71,1.51
ODFL,2020-12-31,1.61,1.57
ODFL,2021-03-31,1.70,1.58
ODFL,2021-06-30,2.31,2.17
ODFL,2021-09-30,2.47,2.37
ODFL,2021-12-31,2.41,2.24
ODFL,2022-03-31,2.60,2.37
ODFL,2022-06-30,3.30,3.10
ODFL,2022-09-30,3.36,3.06
ODFL,2022-12-31,2.92,2.68
ODFL,2023-03-31,2.58,2.69
ODFL,2023-06-30,2.65,2.63
ODFL,2023-09-30,3.09,2.89
ODFL,2023-12-31,2.94,2.86
ODFL,2024-03-31,1.34,1.33
ODFL,2024-06-30,1.48,1.45
ODFL,2024-09-30,1.43,1.43
ODFL,2024-12-31,1.23,1.17
ODFL,2025-03-31,1.19,1.15
ON,2020-03-31,0.10,0.15
ON,2020-06-30,0.12,0.02
ON,2020-09-30,0.27,0.19
ON,2020-12-31,0.35,0.28
ON,2021-03-31,0.35,0.34
ON,2021-06-30,0.63,0.49
ON,2021-09-30,0.87,0.74
ON,2021-12-31,1.09,0.94
ON,2022-03-31,1.22,1.05
ON,2022-06-30,1.34,1.26
ON,2022-09-30,1.45,1.31
ON,2022-12-31,1.32,1.27
ON,2023-03-31,1.19,1.09
ON,2023-06-30,1.33,1.20
ON,2023-09-30,1.39,1.35
ON,2023-12-31,1.25,1.21
