act_symbol,date,when
QCOM,2021-11-03,After market close
QCOM,2022-02-02,After market close
QCOM,2022-04-27,After market close
QCOM,2022-07-27,After market close
QCOM,2022-11-02,After market close
QCOM,2023-02-02,After market close
QCOM,2023-05-03,After market close
QCOM,2023-08-02,After market close
QCOM,2023-11-01,After market close
QCOM,2024-01-31,After market close
QCOM,2024-05-01,After market close
QCOM,2024-07-31,After market close
QCOM,2024-11-06,After market close
QCOM,2025-02-05,After market close
QCOM,2025-04-30,After market close
SBUX,2020-01-28,After market close
SBUX,2020-04-28,After market close
SBUX,2020-07-28,After market close
SBUX,2020-10-29,After market close
SBUX,2021-01-26,After market close
SBUX,2021-04-27,After market close
SBUX,2021-07-27,After market close
SBUX,2021-10-28,After market close
SBUX,2022-02-01,After market close
SBUX,2022-05-03,After market close
SBUX,2022-08-02,After market close
SBUX,2022-11-03,After market close
SBUX,2023-02-02,After market close
SBUX,2023-05-02,After market close
SBUX,2023-08-01,After market close
SBUX,2023-11-02,Before market open
SBUX,2024-01-30,After market close
SBUX,2024-04-30,After market close
SBUX,2024-07-30,After market close
SBUX,2024-10-30,After market close
SBUX,2025-01-28,After market close
SBUX,2025-04-29,After market close
SNPS,2020-02-19,After market close
SNPS,2020-05-20,After market close
SNPS,2020-08-19,After market close
SNPS,2020-12-02,After market close
SNPS,2021-02-17,After market close
SNPS,2021-05-19,After market close
SNPS,2021-08-18,After market close
SNPS,2021-12-01,After market close
SNPS,2022-02-16,After market close
SNPS,2022-05-18,After market close
SNPS,2022-08-17,After market close
SNPS,2022-11-30,After market close
SNPS,2023-02-15,After market close
SNPS,2023-05-17,After market close
SNPS,2023-08-16,After market close
SNPS,2023-11-29,After market close
SNPS,2024-02-21,After market close
SNPS,2024-05-22,After market close
SNPS,2024-08-21,After market close
SNPS,2024-12-04,After market close
SNPS,2025-02-26,After market close
SNPS,2025-05-28,
TMUS,2020-02-06,
TMUS,2020-05-06,After market close
TMUS,2020-08-06,After market close
TMUS,2020-11-05,After market close
TMUS,2021-02-04,
TMUS,2021-05-04,After market close
TMUS,2021-07-29,After market close
TMUS,2021-11-02,After market close
TMUS,2022-02-02,After market close
TMUS,2022-04-27,Before market open
TMUS,2022-07-27,Before market open
TMUS,2022-10-27,After market close
TMUS,2023-02-01,Before market open
TMUS,2023-04-27,After market close
TMUS,2023-07-27,After market close
TMUS,2023-10-25,Before market open
TMUS,2024-01-25,After market close
TMUS,2024-04-25,After market close
TMUS,2024-07-31,Before market open
TMUS,2024-10-23,After market close
TMUS,2025-01-29,Before market open
TMUS,2025-04-24,After market close
TSLA,2020-01-29,After market close
TSLA,2020-04-29,After market close
TSLA,2020-07-22,After market close
TSLA,2020-10-21,After market close
TSLA,2021-01-27,After market close
TSLA,2021-04-26,After market close
TSLA,2021-07-26,After market close
TSLA,2021-10-20,After market close
TSLA,2022-04-20,After market close
TSLA,2022-07-20,After market close
TSLA,2022-10-19,After market close
TSLA,2023-01-25,After market close
TSLA,2023-04-19,After market close
TSLA,2023-07-19,After market close
TSLA,2023-10-18,After market close
TSLA,2024-01-24,After market close
TSLA,2024-04-23,After market close
TSLA,2024-07-23,After market close
TSLA,2024-10-23,After market close
TSLA,2025-01-29,After market close
TSLA,2025-04-22,After market close
TXN,2020-01-22,After market close
TXN,2020-04-21,After market close
TXN,2020-07-21,After market close
TXN,2020-10-20,After market close
TXN,2021-01-26,After market close
TXN,2021-04-27,After market close
TXN,2021-07-21,After market close
TXN,2021-10-26,After market close
TXN,2022-04-26,After market close
